Segment,ID,Year_Birth,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,IncomeRaw,Children,Family_Size,Is_Parent,TotalSpend,TotalPurchases,AvgPurchaseValue,RecencyYears,CustomerSinceYears,AvgFrequencyRate,CustomerValue,CLV,Churn,Segment,SatisfactionScore,ChurnScore,PredictedSatisfaction_RF,PredictedSatisfaction_GB
0,5596.393577981651,1980.7844036697247,0.29699055636610616,48.81651376146789,49.76422018348624,5.5963302752293576,26.06697247706422,8.455045871559633,5.534862385321101,17.522018348623853,2.1568807339449543,2.3211009174311927,0.6137614678899083,3.3486238532110093,6.4568807339449545,0.011926605504587157,0.09357798165137615,34994.130275229356,1.234862385321101,2.885321100917431,0.8788990825688073,112.9394495412844,8.440366972477063,11.561576580567003,0.13374387331909007,6.171838632650497,1.366546163383884,18.02288008491558,112.16123198586764,0.4504587155963303,0.0,3.967671363082845,0.3744495412844037,3.999923811180105,3.9825904303281283
1,5566.431432973806,1976.2265023112482,0.5333808516303814,47.60708782742681,417.56548536209556,34.20184899845917,170.98921417565487,44.87057010785824,35.476117103235744,63.61479198767334,3.2665639445300463,6.312788906009245,3.785824345146379,8.399075500770415,4.9861325115562405,0.01078582434514638,0.12480739599383667,61470.78890600924,0.9645608628659477,2.633281972265023,0.7904468412942989,766.7180277349769,21.764252696456087,35.35762811384138,0.13043037760938847,6.28508770078308,3.4738670855480875,121.94326100739632,758.8857231764604,0.0,1.0,5.448229711743327,0.0965331278890601,5.425369291648524,5.445911610236627
2,5584.858672376874,1977.777301927195,0.6720595096519572,51.477516059957175,750.8008565310492,64.38972162740899,483.2997858672377,96.4304068522484,66.01498929336188,79.25053533190578,1.3790149892933619,5.1862955032119915,5.811563169164883,8.025695931477516,3.1605995717344753,0.0021413276231263384,0.32119914346895073,77003.35331905782,0.25910064239828695,1.8586723768736617,0.2291220556745182,1540.186295503212,20.402569593147753,78.05917615006703,0.14103429057522512,6.2587838432430845,3.2711252484247777,246.94085670827678,1536.7793929465997,0.0,2.0,6.498247023323745,0.0690578158458244,6.455241057222088,6.457858244882182
